,ID,state,temperature_avg,CDD,GDD,HDD,temperature_max,temperature_min,precipitation,snow_depth,snow_fall
0,1866-01,AR,42.09691511540103,2.067336419449095,56.54870481631045,704.2444474539545,69.50781788633901,12.977338389310221,5.4823461202326165,2.4922601158913267,3.1829293064404576
1,1866-02,AR,44.827112265668596,2.3840537846422074,63.23580159090881,563.0097026491974,72.70841130700286,16.922584457795725,3.724373310968222,0.783321058895836,0.961398961059847
2,1866-03,AR,52.75007756328179,15.32281919957976,181.13288354837653,387.2020831281394,79.22619751140878,27.131484126202437,4.574051459902733,0.8100023195821944,1.0090639220150022
3,1866-04,AR,62.622875422699366,67.68932006960176,393.92139433336615,131.75583160970484,86.11261860205522,37.932729242588394,5.15601396698712,0.0,0.005452371829220648
4,1866-05,AR,69.55235111132998,176.4974966348206,613.3141477067533,27.88438556748416,88.57489986539282,48.35239994747037,4.760687198241015,0.0,0.0
5,1866-06,AR,77.27365228668046,376.8871351653042,825.3371991857907,1.5499359795134442,94.59149184149184,58.69482336911914,4.144326333978421,0.0,0.0012537989919445248
6,1866-07,AR,80.38884186694531,484.68890630442354,949.6889063044235,0.0,97.08595437129921,64.02252699407872,3.4615459192928038,0.0,0.0
7,1866-08,AR,79.30553117380703,451.1176941832114,915.9531609195402,0.16453326367119464,96.35381400208986,61.995367467781264,3.62462102025264,0.0,0.0
8,1866-09,AR,73.90630006966214,286.5390891675374,724.3897596656217,12.14932950191571,93.45833333333333,50.90768895855103,3.215050159733765,0.0,0.0
9,1866-10,AR,63.7134543712992,89.25174155346569,437.1455677464298,121.81369731800766,85.7094479275514,38.699555903866255,2.2040210522808787,0.0,0.0
10,1866-11,AR,51.940967432950195,8.013000696621386,150.7072187391153,393.28422152560086,76.8597352838732,26.46462034134448,3.9116236576255745,0.20901450698033325,0.522866770717629
11,1866-12,AR,43.997227446882626,0.5875740160222918,54.29652560083594,643.4528126088471,69.07343260188088,18.69252873563218,3.624623635414621,1.1490727591209684,1.8335966797582115
12,1867-01,AR,42.08935782527332,2.0613611740372297,56.39013099576479,704.4719294789718,69.52767654880331,12.993400965231952,5.468203436872712,2.484026880754713,3.1785048967775458
13,1867-02,AR,44.82753373387175,2.3774957670449783,63.210036103944006,563.0052189935092,72.73298532453462,16.94110115236876,3.726391762184325,0.788428201926075,0.9753733504325139
14,1867-03,AR,52.75623461045996,15.33202009258347,181.18191667487443,387.02019107652904,79.24879346006107,27.126317344627207,4.576677018086021,0.8060259933786476,1.0078192165065258
15,1867-04,AR,62.62099379493746,67.63941692110707,393.8535408253718,131.76051413375356,86.11277454939426,37.918053777208705,5.1581507346272435,0.0,0.005489477242200771
16,1867-05,AR,69.56218359105684,176.76470008864376,613.6243967300304,27.84477494336649,88.59800059095834,48.341672412094944,4.764123718350724,0.0,0.0
17,1867-06,AR,77.28771791588693,377.29833546734955,825.7609573525066,1.5373781148429035,94.60839160839161,58.69166748744214,4.139917230456908,0.0,0.0012471323317925099
18,1867-07,AR,80.4054104707553,485.2022854540096,950.2022854540096,0.0,97.11361894810172,64.02653390670632,3.4607769761269287,0.0,0.0
19,1867-08,AR,79.32455677464297,451.7083460600702,916.5449381078691,0.16340795220105558,96.38833494092114,62.00125726763658,3.620502214692079,0.0,0.0
20,1867-09,AR,73.9154382016451,286.77884682367437,724.6644863756932,12.114360447981138,93.48076923076923,50.900480936687835,3.215671992359433,0.0,0.0
21,1867-10,AR,63.713426640409395,89.22106676848057,437.14442033062716,121.77678308281756,85.73622632157117,38.683387589422075,2.218136112417032,0.0,0.0
22,1867-11,AR,51.94219201296788,8.023612785681753,150.68364547330066,393.25053251346355,76.88226964606274,26.46051898293278,3.91779480411791,0.20761784549008147,0.5195636868308876
23,1867-12,AR,43.996241191758436,0.6011661709937571,54.2863596173941,643.501365779814,69.10264247247007,18.691976127320952,3.6346134553948533,1.1439794793328628,1.8283416837070046
24,1868-01,AR,42.081800535145604,2.055385928625365,56.231557175219145,704.699411503989,69.5475352112676,13.009463541153682,5.454060753512808,2.475793645618099,3.174080487114634
25,1868-02,AR,44.82795520207491,2.3709377494477497,63.18427061697921,563.0007353378211,72.75755934206639,16.95961784694179,3.7284102134004278,0.793535344956314,0.9893477398051809
26,1868-03,AR,52.76239165763813,15.34122098558718,181.23094980137233,386.8382990249187,79.27138940871336,27.121150563051973,4.579302576269309,0.8020496671751007,1.0065745109980493
